"","id","weights","Region","State","Gender","SES","Age","Income","Expenses","Edu","Interest","KnowCat","PartyID","SupportPT","Ideology","VoteInt","PresPref","PresPref.rmdk","Strategic","PresPred_1","PresPred_2","PresPred_3","PredConf","IDParty","PartyID1","PartyID1_Other","IDParty2","PartyID2","PartyID2_Other","VoteInt1","VoteInt1_Other","VoteInt2","VoteInt2_Other","PresPref_Other","KB1c","KB2c","KB3c","KB4c","KB5c","KB6c","KB7c","KB8c","KB9c","KBpca"
"817",2398,3.21,"Sudeste","Rio de Janeiro","Male","C1",47,"R$1.800 – R$3.399","Sometimes","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Somewhat","Lowest","Partido Democrático Trabalhista (PDT)","Oppose Partially","Center","Ciro Gomes (PDT)","Henrique Meirelles (MDB)","Henrique Meirelles (MDB)",1,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Henrique Meirelles (MDB)","Somewhat","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Don't Know",0.565702602345422
"818",4094,3.13,"Sudeste","Rio de Janeiro","Female","D-E",39,"R$900 – R$1.199","Often","Colegial completo (3ª série do ensino médio)","Very","Lowest","Partido Democrático Trabalhista (PDT)","Don't Know","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Somewhat","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"819",3529,3.12,"Sudeste","Rio de Janeiro","Female","B1",59,"R$3.400 – R$9.999","Often","Ensino universitário completo","Very","Low",NA,"Oppose Totally","Left","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Somewhat","Não",NA,"","Sim",NA,"Partido Socialismo e Liberdade (PSOL)","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Correct",0.0137667104873203
"820",887,2.89,"Nordeste","Paraíba","Male","D-E",33,"R$1.200 – R$1.799","Rarely","Colegial completo (3ª série do ensino médio)","Somewhat","Highest",NA,"Neutral","Left","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Somewhat","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Correct","Incorrect","Correct","Correct","Correct","Correct","Correct","Correct",-1.43654524636674
"821",3138,2.89,"Nordeste","Bahia","Male","D-E",25,"R$600 – R$899","Rarely","Colegial completo (3ª série do ensino médio)","A little","Low",NA,"Neutral","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Somewhat","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.0381284868173019
"822",3361,2.89,"Nordeste","Rio Grande do Norte","Male","D-E",25,"R$600 – R$899","Always","Primário incompleto (até 3ª serie do ensino fundamental)","A little","Lowest",NA,"Don't Know","Far-left","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Very","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"823",4119,2.89,"Nordeste","Ceará","Male","D-E",29,"R$900 – R$1.199","Often","Colegial completo (3ª série do ensino médio)","Somewhat","Low","Partido Democrático Trabalhista (PDT)","Support Totally","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Very","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.532733933419229
"824",636,2.85,"Sudeste","São Paulo","Female","C1",53,"R$3.400 – R$9.999","Never","Ginásio completo (8ª série do ensino fundamental)","Somewhat","Low",NA,"Neutral","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Henrique Meirelles (MDB)","Fernando Haddad (PT)","Somewhat","Não sei",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.532733933419229
"825",4857,2.71,"Sul","Santa Catarina","Male","B1",57,"R$1.800 – R$3.399","Rarely","Ensino universitário completo","Somewhat","Lowest",NA,"Neutral","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"João Amoêdo (NOVO)","Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","A little","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Incorrect",0.648993056370565
"826",3125,2.57,"Nordeste","Paraíba","Female","D-E",25,"R$900 – R$1.199","Often","Colegial completo (3ª série do ensino médio)","A little","Low",NA,"Support Partially","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Ciro Gomes (PDT)","Very","Não",NA,"","Sim",NA,"Movimento Democrático Brasileiro (MDB)","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.532733933419229
"827",2844,2.57,"Nordeste","Ceará","Female","D-E",26,"Menos de R$300",NA,NA,"Not at all","Lowest",NA,"Support Partially","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Henrique Meirelles (MDB)","Marina Silva (REDE)","Ciro Gomes (PDT)","Not at all","Não",NA,"","Sim",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Incorrect","Incorrect",0.7067299448685
"828",3297,2.57,"Nordeste","Bahia","Female","D-E",30,"R$1.200 – R$1.799","Always","Colegial completo (3ª série do ensino médio)","Very","Low","Partido dos Trabalhadores (PT)","Support Partially","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Not at all","Sim","Partido dos Trabalhadores (PT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"829",2738,2.48,"Sul","Rio Grande do Sul","Male","C1",52,"R$3.400 – R$9.999","Sometimes","Colegial completo (3ª série do ensino médio)","Very","High","Partido Democrático Trabalhista (PDT)","Support Partially","Left","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Fernando Haddad (PT)","Marina Silva (REDE)","Very","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Don't Know","Incorrect","Correct","Incorrect","Don't Know","Correct","Correct","Correct",-0.377051672632107
"830",679,1.93,"Nordeste","Pernambuco","Female","C2",41,"R$300 - R$599","Always","Colegial completo (3ª série do ensino médio)","A little","Low",NA,"Oppose Partially","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Very","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Incorrect","Incorrect","Correct","Correct","Correct",0.532733933419229
"831",2880,1.76,"Norte","Amazonas","Female","C2",31,"R$1.200 – R$1.799","Often","Colegial completo (3ª série do ensino médio)","Very","Low","Partido Democrático Trabalhista (PDT)","Neutral","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Ciro Gomes (PDT)","Very","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Correct","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.432049317684715
"832",2111,1.59,"Sudeste","São Paulo","Male","C2",43,"R$1.800 – R$3.399","Often","Colegial completo (3ª série do ensino médio)","Somewhat","Highest",NA,"Oppose Partially","Left","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","A little","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Incorrect","Correct","Don't Know","Correct","Correct","Correct","Correct","Correct",-1.12204970265184
"833",4644,1.46,"Sul","Rio Grande do Sul","Female","D-E",32,"Menos de R$300","Always","Ginásio completo (8ª série do ensino fundamental)","Somewhat","Lowest",NA,"Neutral","Left","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Geraldo Alckmin (PSDB)","Alvaro Dias (PODE)","A little","Não",NA,"","Sim",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Incorrect","Incorrect",0.7067299448685
"834",3503,1.4,"Nordeste","Bahia","Male","C1",42,"R$900 – R$1.199","Always","Ensino universitário completo","Somewhat","Low",NA,"Oppose Partially","Don't Know","Ciro Gomes (PDT)","Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Marina Silva (REDE)","Somewhat","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Incorrect","Correct","Don't Know","Correct","Correct","Correct",0.0137667104873203
"835",4157,1.39,"Nordeste","Rio Grande do Norte","Male","D-E",22,"R$1.800 – R$3.399","Always","Pós-graduação completo ou mais","Somewhat","Lowest","Partido dos Trabalhadores (PT)","Support Totally","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Geraldo Alckmin (PSDB)","Henrique Meirelles (MDB)","Very","Não",NA,"","Sim","Partido dos Trabalhadores (PT)","","Ciro Gomes (PDT)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Incorrect","Don't Know",0.623439490843357
"836",4249,1.39,"Nordeste","Maranhão","Male","D-E",18,"R$1.800 – R$3.399","Often","Colegial completo (3ª série do ensino médio)","A little","High",NA,"Oppose Partially","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Very","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Incorrect","Correct","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",-0.0625561289172122
"837",4668,1.39,"Nordeste","Ceará","Male","D-E",23,"R$3.400 – R$9.999","Rarely","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Very","Low","Partido Democrático Trabalhista (PDT)","Oppose Partially","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Very","Não",NA,"","Sim","Partido Democrático Trabalhista (PDT)","","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Incorrect",0.0467353794135136
"838",4964,1.39,"Nordeste","Ceará","Male","D-E",18,"R$600 – R$899","Sometimes",NA,"A little","Lowest","Partido da Social Democracia Brasileira (PSDB)","Neutral","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Geraldo Alckmin (PSDB)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","A little","Sim","Partido da Social Democracia Brasileira (PSDB)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Incorrect","Don't Know","Don't Know","Incorrect","Incorrect","Correct",0.673761275942307
"839",867,1.31,"Nordeste","Alagoas","Male","C2",25,"R$900 – R$1.199","Often","Ensino universitário completo","A little","Highest",NA,"Support Partially","Left","Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Jair Bolsonaro (PSL)",1,"Ciro Gomes (PDT)","Geraldo Alckmin (PSDB)","Fernando Haddad (PT)","Very","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Correct","Incorrect","Incorrect","Incorrect","Correct","Correct","Correct","Correct",-0.502397863985419
"840",543,1.24,"Nordeste","Sergipe","Female","C1",44,"R$900 – R$1.199","Sometimes","Colegial completo (3ª série do ensino médio)","A little","Low",NA,"Don't Know","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Very","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Correct","Don't Know","Incorrect","Correct","Incorrect",0.130025833438657
"841",811,1.24,"Nordeste","Ceará","Female","C1",38,"R$1.800 – R$3.399","Sometimes","Colegial completo (3ª série do ensino médio)","A little","Lowest",NA,"Oppose Totally","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Ciro Gomes (PDT)","Somewhat","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Don't Know",0.648993056370565
"842",1427,1.24,"Nordeste","Pernambuco","Female","C1",40,"R$3.400 – R$9.999","Often","Colegial completo (3ª série do ensino médio)","Very","Lowest","Partido dos Trabalhadores (PT)","Support Partially","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Somewhat","Sim","Partido dos Trabalhadores (PT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Incorrect",0.565702602345422
"843",2175,1.24,"Nordeste","Pernambuco","Female","C1",43,"R$3.400 – R$9.999","Often","Colegial completo (3ª série do ensino médio)","Somewhat","High","Partido Democrático Trabalhista (PDT)","Oppose Partially","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Very","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Incorrect","Incorrect","Correct","Incorrect","Don't Know","Correct","Correct","Incorrect",-0.344083003705914
"844",2428,1.24,"Nordeste","Ceará","Female","C1",40,"R$1.200 – R$1.799","Often","Pós-graduação incompleto","Very","Low","Partido Democrático Trabalhista (PDT)","Support Partially","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Fernando Haddad (PT)","Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Somewhat","Não",NA,"","Sim","Partido Democrático Trabalhista (PDT)","","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.532733933419229
"845",2906,1.24,"Nordeste","Bahia","Female","C1",35,"R$1.200 – R$1.799","Often","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Very","Low","Partido Democrático Trabalhista (PDT)","Support Totally","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Very","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.0381284868173019
"846",2949,1.24,"Nordeste","Bahia","Female","C1",44,"R$1.800 – R$3.399","Sometimes","Ensino universitário incompleto ou especialização (técnico após ensino médio)","A little","Low","Democratas (DEM)","Support Partially","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","A little","Não",NA,"","Sim","Democratas (DEM)","","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.532733933419229
"847",3294,1.24,"Nordeste","Pernambuco","Female","C1",42,"R$1.200 – R$1.799","Sometimes","Colegial completo (3ª série do ensino médio)","Very","Low","Democratas (DEM)","Support Partially","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Very","Não",NA,"","Sim","Democratas (DEM)","","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Correct",0.0137667104873203
"848",3309,1.24,"Nordeste","Bahia","Female","C1",39,"R$3.400 – R$9.999","Rarely","Ensino universitário completo","Somewhat","Low",NA,"Neutral","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Somewhat","Não",NA,"","Não sei",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Don't Know",0.0710971557434951
"849",3507,1.24,"Nordeste","Piauí","Female","C1",44,"R$900 – R$1.199","Sometimes","Colegial completo (3ª série do ensino médio)","A little","Lowest",NA,"Neutral","Right","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Geraldo Alckmin (PSDB)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Very","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Correct","Correct",0.616024387444372
"850",1551,1.24,"Nordeste","Rio Grande do Norte","Female","D-E",18,"R$300 - R$599","Sometimes","Ensino universitário completo","Somewhat","Low","Partido da Social Democracia Brasileira (PSDB)","Neutral","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Somewhat","Sim","Partido da Social Democracia Brasileira (PSDB)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.532733933419229
"851",2750,1.24,"Nordeste","Bahia","Female","D-E",23,"R$600 – R$899","Sometimes","Colegial completo (3ª série do ensino médio)","Very","Highest","Partido Democrático Trabalhista (PDT)","Oppose Totally","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Very","Não",NA,"","Sim","Partido Democrático Trabalhista (PDT)","","Ciro Gomes (PDT)","",NA,NA,"","Correct","Incorrect","Incorrect","Correct","Correct","Correct","Correct","Correct","Correct",-1.43654524636674
"852",3478,1.23,"Sul","Paraná","Male","C2",35,NA,"Always","Colegial completo (3ª série do ensino médio)","Very","Highest","Partido Democrático Trabalhista (PDT)","Oppose Partially","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Very","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Don't Know","Correct","Don't Know","Correct","Don't Know","Incorrect","Correct","Correct",-0.498232897823977
"853",1470,1.16,"Nordeste","Ceará","Female","C2",32,"R$600 – R$899","Often","Colegial completo (3ª série do ensino médio)","Not at all","Lowest",NA,"Neutral","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Geraldo Alckmin (PSDB)","Fernando Haddad (PT)","Ciro Gomes (PDT)","A little","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Incorrect",0.565702602345422
"854",2914,1.16,"Nordeste","Bahia","Female","C2",25,"R$900 – R$1.199","Often","Colegial completo (3ª série do ensino médio)","A little","Low","Democratas (DEM)","Oppose Totally","Center","Ciro Gomes (PDT)","Geraldo Alckmin (PSDB)","Geraldo Alckmin (PSDB)",1,"Geraldo Alckmin (PSDB)","Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Somewhat","Sim","Democratas (DEM)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"855",4107,1.16,"Nordeste","Bahia","Female","C2",28,"R$900 – R$1.199","Always","Colegial completo (3ª série do ensino médio)","Very","Low","Partido da Social Democracia Brasileira (PSDB)","Oppose Totally","Far-right","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","A little","Sim","Partido da Social Democracia Brasileira (PSDB)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Correct","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Incorrect",0.0710971557434951
"856",4124,1.16,"Nordeste","Pernambuco","Female","C2",25,"R$1.800 – R$3.399","Always",NA,"A little","Lowest","Partido Democrático Trabalhista (PDT)","Neutral","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Marina Silva (REDE)","Somewhat","Sim","Partido Democrático Trabalhista (PDT)","",NA,NA,"","Ciro Gomes (PDT)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Incorrect","Correct","Correct","Don't Know",0.565702602345422
"857",4317,1.13,"Norte","Pará","Female","C1",25,"R$1.200 – R$1.799","Often","Colegial completo (3ª série do ensino médio)","A little","Lowest","Partido da Social Democracia Brasileira (PSDB)","Neutral","Don't Know","Ciro Gomes (PDT)","Marina Silva (REDE)","Marina Silva (REDE)",1,"Ciro Gomes (PDT)","Marina Silva (REDE)","Henrique Meirelles (MDB)","Somewhat","Não",NA,"","Sim","Partido da Social Democracia Brasileira (PSDB)","","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"858",3427,1.03,"Sudeste","Rio de Janeiro","Male","C1",41,"R$1.800 – R$3.399","Rarely","Colegial completo (3ª série do ensino médio)","Somewhat","Highest",NA,"Oppose Partially","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Very","Não",NA,"","Sim",NA,"Partido Socialismo e Liberdade (PSOL)","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Incorrect","Incorrect","Correct","Correct","Correct","Correct","Correct","Incorrect",-0.908971130838616
"859",3063,1.03,"Sudeste","Minas Gerais","Male","C1",36,"R$3.400 – R$9.999","Never","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Very","Low","Partido Republicano Brasileiro (PRB)","Oppose Partially","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Fernando Haddad (PT)","Somewhat","Não",NA,"","Sim","Partido Republicano Brasileiro (PRB)","","Ciro Gomes (PDT)","",NA,NA,"","Correct","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.0381284868173019
"860",3185,1.03,"Sudeste","Rio de Janeiro","Male","C1",36,"R$1.800 – R$3.399","Sometimes","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Somewhat","Low",NA,"Oppose Partially","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Fernando Haddad (PT)","A little","Não",NA,"","Sim",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Incorrect","Incorrect","Correct","Correct","Correct",0.532733933419229
"861",2388,0.96,"Sudeste","Minas Gerais","Male","C2",32,"R$1.200 – R$1.799","Often","Colegial incompleto (até 2ª série do ensino médio)","Very","Lowest",NA,"Oppose Partially","Center","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Somewhat","Não",NA,"","Não",NA,"","Ciro Gomes (PDT)","",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Incorrect",0.565702602345422
"862",1586,0.91,"Sudeste","Minas Gerais","Female","C1",36,"R$1.800 – R$3.399","Often","Colegial completo (3ª série do ensino médio)","Not at all","Lowest",NA,"Neutral","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",0,"Ciro Gomes (PDT)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Somewhat","Não",NA,"","Sim",NA,NA,"Ciro Gomes (PDT)","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Correct","Correct",0.616024387444372
